datetime,temperature_2m,relative_humidity_2m,surface_pressure,precipitation,cloud_cover,wind_speed_10m,wind_direction_10m,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,hour,day,month,day_of_week,is_weekend,hour_sin,hour_cos,month_sin,month_cos,aqi_change_rate,aqi_lag_1h,aqi_lag_24h,aqi_rolling_mean_6h,aqi_rolling_std_6h,pm25_rolling_mean_6h
2024-02-12 15:00:00,20.65,48.974453,992.2528,0.0,100.0,4.1046314,52.124958,58.8,84.8,888.0,24.7,29.6,202.0,185.32738,15,12,2,0,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.0006756099146592,185.17262,185.4732,185.180055,0.1457308075426077,72.9
2024-02-12 16:00:00,20.2,54.376293,992.21375,0.0,100.0,3.319036,77.4712,58.7,84.5,1084.0,47.6,26.9,158.0,185.4881,16,12,2,0,0,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.0008357606629014,185.32738,185.50594,185.19791333333333,0.178217138299574,66.5
2024-02-12 17:00:00,18.5,65.65778,992.2613,0.0,100.0,3.96,90.0,88.7,127.6,1533.0,73.0,31.1,134.0,185.6875,17,12,2,0,0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.0008672220549806,185.4881,185.49998,185.29166333333333,0.2609410343041173,67.55000000000001
2024-02-12 18:00:00,15.7,78.648636,992.30725,0.0,100.0,7.491114,125.21768,108.5,155.5,2082.0,94.3,33.7,103.0,185.9851,18,12,2,0,0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.0010750015189652,185.6875,185.66666,185.45138333333333,0.3458553098966644,73.60000000000001
2024-02-12 19:00:00,15.85,74.37891,992.80743,0.0,100.0,6.1305785,130.23628,127.6,183.5,2843.0,123.6,37.2,59.0,186.3869,19,12,2,0,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.0016026926097505,185.9851,185.7976,185.6746,0.449727884077765,83.96666666666667
2024-02-12 20:00:00,15.9,71.72242,993.007,0.0,100.0,4.3498964,114.44395,144.4,207.2,3433.0,144.6,40.1,26.0,186.9613,20,12,2,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.0021603880009534,186.3869,185.86903,185.97271333333333,0.6134589572446961,97.78333333333336
2024-02-12 21:00:00,14.3,78.44131,993.4485,0.0,100.0,4.452954,104.03627,156.0,223.5,3700.0,149.1,41.8,13.0,187.69643,21,12,2,0,0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.0030817614820697,186.9613,185.91963,186.367555,0.8367800005420215,113.98333333333336
2024-02-12 22:00:00,14.45,76.40066,993.75415,0.0,100.0,4.6102495,128.65984,162.5,233.3,3797.0,145.3,42.8,9.0,188.54167,22,12,2,0,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.0039319899930097,187.69643,185.9762,186.8764833333333,1.0863047907395915,131.28333333333333
2024-02-12 23:00:00,13.85,77.07439,993.5055,0.0,100.0,4.896529,162.89719,165.3,237.0,3801.0,141.2,42.9,7.0,189.4137,23,12,2,0,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.0045032287239972,188.54167,186.04465,187.49751666666668,1.3122486907533109,144.04999999999998
2024-02-13 00:00:00,13.1,77.998665,993.2428,0.0,100.0,3.396233,237.99466,163.4,234.7,3704.0,139.9,41.7,4.0,190.2857,0,13,2,1,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0046251311646315,189.4137,186.10118,188.21428333333333,1.4841845257190016,153.20000000000002
2024-02-13 01:00:00,12.7,78.20084,993.2065,0.0,100.0,3.8268526,311.18582,159.3,228.6,3513.0,138.3,39.6,1.0,191.1994,1,13,2,1,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.0046036794274289,190.2857,186.0744,189.0163666666667,1.5953422301762414,158.48333333333335
2024-02-13 02:00:00,10.35,88.90832,992.6989,0.0,100.0,3.096837,35.537766,154.6,221.7,3329.0,135.7,37.7,0.0,192.15775,2,13,2,1,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.0048017268348737,191.1994,185.9494,189.8824416666667,1.6655364880823509,160.18333333333334
2024-02-13 03:00:00,11.1,87.1912,992.1836,0.0,100.0,2.9024127,29.744795,150.4,216.1,3145.0,131.1,36.4,0.0,193.1131,3,13,2,1,0,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.0050123062618236,192.15775,185.83928,190.78522,1.7110530623440658,159.25
2024-02-13 04:00:00,10.9,87.76257,992.16516,0.0,91.0,4.6800003,292.6199,147.1,211.4,2967.0,125.4,35.3,0.0,194.08928,4,13,2,1,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.0049716961729779,193.1131,185.77678,191.70982166666667,1.754564295765095,156.68333333333334
2024-02-13 05:00:00,10.3,88.30433,992.10986,0.0,88.0,5.1919937,303.6901,144.4,207.2,2953.0,107.8,30.2,0.0,195.16965,5,13,2,1,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.0050549649373882,194.08928,185.69942,192.66914666666665,1.820378531741034,153.20000000000002
2024-02-13 06:00:00,9.4,91.28049,993.09766,0.0,3.0,2.8116899,129.80553,142.0,204.0,3189.0,109.1,30.6,0.0,195.66963,6,13,2,1,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.0055663555675843,195.16965,185.88097,193.5664683333333,1.7355031071172502,149.63333333333333
2024-02-13 07:00:00,7.8,96.31696,993.435,0.0,2.0,3.563818,135.0001,146.2,210.0,3484.0,109.8,31.3,0.0,196.29167,7,13,2,1,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.002561771127746,195.66963,185.91072,194.41518,1.5850361412021323,147.45000000000002
2024-02-13 08:00:00,9.45,95.71572,993.9789,0.0,38.0,3.6,126.86999,157.9,226.8,3482.0,102.5,32.8,20.0,197.01192,8,13,2,1,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.003179031759858,196.29167,185.77083,195.2242083333333,1.4339878104410626,148.0
2024-02-13 09:00:00,13.45,86.26034,994.6382,0.0,0.0,3.6,126.86999,167.2,240.3,2906.0,79.9,36.2,79.0,197.77678,9,13,2,1,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.0036692844036996,197.01192,185.50595,196.00148833333333,1.32026237774675,150.79999999999998
2024-02-13 10:00:00,16.9,74.55822,995.2394,0.0,1.0,2.7416782,156.80138,117.3,168.6,2033.0,49.4,40.4,157.0,199.09523,10,13,2,1,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.0038823029651046,197.77678,185.38095,196.83581333333333,1.445930239445682,145.83333333333334
2024-02-13 11:00:00,19.0,64.480995,995.229,0.0,0.0,1.8,126.86999,99.0,142.0,1340.0,25.6,42.7,217.0,199.69643,11,13,2,1,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.0066663535190351,199.09523,185.125,197.59027666666665,1.577676089627838,138.26666666666668
2024-02-13 12:00:00,20.1,59.82687,994.54474,0.0,2.0,2.7416782,66.801384,86.4,124.3,1008.0,13.1,41.5,245.0,200.26666,12,13,2,1,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.0030196603394436,199.69643,185.02678,198.35644833333333,1.5746326054586124,129.0
2024-02-13 13:00:00,20.8,55.991146,993.43536,0.0,0.0,2.4149535,63.435013,78.5,112.9,856.0,7.3,38.5,254.0,200.8583,13,13,2,1,0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.0028554840536967,200.26666,185.0476,199.1175533333333,1.4776742862293388,117.71666666666664
2024-02-13 14:00:00,21.3,51.325485,992.50336,0.0,0.0,2.3051248,38.65983,73.6,105.7,819.0,9.7,35.6,248.0,201.40414,14,13,2,1,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.0029542609361808,200.8583,185.17262,199.84959,1.3036201319850391,103.66666666666669
2024-02-13 15:00:00,21.4,49.671738,992.1218,0.0,0.0,1.9386592,21.801476,69.6,100.1,873.0,23.4,33.3,222.0,201.90836,15,13,2,1,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.0027175375517199,201.40414,185.32738,200.53818666666663,1.0577454933315864,87.39999999999999
2024-02-13 16:00:00,21.2,49.45258,992.20245,0.0,0.0,1.8,360.0,67.5,97.1,1041.0,45.2,31.1,180.0,202.35834,16,13,2,1,0,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.0025035233881723,201.90836,185.4881,201.0820383333333,1.0050188103976925,79.10000000000001
2024-02-13 17:00:00,20.7,49.649437,992.0619,0.0,0.0,1.2979984,33.6901,61.9,88.7,1235.0,60.9,29.2,126.0,202.72498,17,13,2,1,0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.002228634701969,202.35834,185.6875,201.5867966666667,0.9274669872847734,72.91666666666667
2024-02-13 18:00:00,15.45,72.35863,992.285,0.0,0.0,9.178235,168.69011,80.6,115.3,1792.0,80.7,31.0,96.0,201.60834,18,13,2,1,0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.0018118352912048,202.72498,185.9851,201.81041,0.6721102323253121,71.94999999999999
2024-02-13 19:00:00,14.6,70.05166,992.696,0.0,0.0,8.825508,168.23174,97.8,139.7,2559.0,107.9,33.6,55.0,200.44583,19,13,2,1,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,-0.0055081517083808,201.60834,186.3869,201.741665,0.798231883118183,75.16666666666666
2024-02-13 20:00:00,14.75,64.18566,993.0016,0.0,0.0,8.707238,172.87508,111.1,159.3,3135.0,126.7,35.2,24.0,199.43155,20,13,2,1,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.0057661798234051,200.44583,186.9613,201.4129,1.245797763072508,81.41666666666667
2024-02-13 21:00:00,15.55,58.728333,993.7553,0.0,0.0,6.519877,186.3401,119.0,170.4,3363.0,129.5,35.5,12.0,198.44048,21,13,2,1,0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,-0.0050601199805394,199.43155,187.69643,200.83492,1.693841497589592,89.64999999999999
2024-02-13 22:00:00,14.3,63.649124,993.7407,0.0,0.0,4.6938252,175.60138,123.4,176.5,3398.0,124.0,34.9,10.0,197.3393,22,13,2,1,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,-0.0049694742396839,198.44048,188.54167,199.99841333333333,2.002277970838055,98.96666666666664
2024-02-13 23:00:00,13.45,67.488686,993.37177,0.0,0.0,4.68,180.0,124.8,178.8,3305.0,117.2,33.4,9.0,196.1756,23,13,2,1,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,-0.0055491699299875,197.3393,189.4137,198.90685,2.003809286942475,109.45
2024-02-14 00:00:00,13.3,67.687965,993.1635,0.0,0.0,6.989936,214.50858,121.1,173.2,3053.0,112.3,30.7,7.0,194.97025,0,14,2,2,0,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.0058969497765042,196.1756,190.2857,197.8005016666667,2.046020030403857,116.2
2024-02-14 01:00:00,9.3,84.37804,992.69885,0.0,0.0,10.685391,212.61923,114.6,163.9,2672.0,106.2,27.2,6.0,193.71132,1,14,2,2,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.0061442398471451,194.97025,191.1994,196.6780833333333,2.14921832515546,119.0
2024-02-14 02:00:00,8.9,86.68308,992.2721,0.0,0.0,9.178235,258.6901,106.9,153.2,2317.0,96.4,23.8,9.0,192.38095,2,14,2,2,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.0064570360628333,193.71132,192.15775,195.50298333333333,2.2669059612574025,118.3
2024-02-14 03:00:00,8.95,87.58407,991.9847,0.0,0.0,7.342588,281.3099,99.7,143.0,2004.0,78.4,20.7,17.0,190.96132,3,14,2,2,0,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,-0.0068677965300222,192.38095,193.1131,194.25645666666665,2.381980687088937,115.08333333333331
2024-02-14 04:00:00,8.6,87.85286,991.85474,0.0,4.0,7.5685663,295.34613,93.4,133.6,1717.0,56.7,17.8,29.0,189.4524,4,14,2,2,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.0073792645592371,190.96132,194.08928,192.94197333333327,2.5130459130435843,110.08333333333331
2024-02-14 05:00:00,8.35,87.52837,992.0261,0.0,0.0,7.491114,305.21768,91.5,131.3,1606.0,45.0,17.9,32.0,187.85416,5,14,2,2,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,-0.0079017044969261,189.4524,195.16965,191.55506666666668,2.6632852377665963,104.53333333333336
2024-02-14 06:00:00,7.85,93.07592,992.5635,0.0,0.0,10.233123,309.28937,86.6,124.3,1672.0,47.8,17.8,31.0,186.27975,6,14,2,2,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.0084361027658608,187.85416,195.66963,190.10665,2.794403871318391,98.78333333333336
2024-02-14 07:00:00,8.55,89.36878,993.2134,0.0,0.0,7.754637,291.80148,88.2,126.7,1753.0,51.3,17.7,30.0,184.63095,7,14,2,2,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.0083810223643158,186.27975,196.29167,188.593255,2.908295827633361,94.38333333333333
2024-02-14 08:00:00,10.65,85.68573,994.0899,0.0,0.0,7.42159,284.03625,92.2,132.2,1746.0,50.5,17.9,43.0,182.90477,8,14,2,2,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,-0.0088512031580886,184.63095,197.01192,187.0138916666667,3.0112064045921296,91.93333333333334
2024-02-14 09:00:00,14.2,77.64592,995.0956,0.0,0.0,6.489992,303.6901,87.3,125.3,1577.0,41.6,18.8,81.0,180.9494,9,14,2,2,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,-0.0093493528929275,182.90477,197.77678,185.34523833333333,3.1567788995267154,89.86666666666667
2024-02-14 10:00:00,17.2,67.139275,995.5583,0.0,0.0,5.6233797,309.8055,83.8,120.1,1319.0,28.5,20.0,131.0,178.57143,10,14,2,2,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.0106906446075385,180.9494,199.09523,183.5317433333333,3.438295589181874,88.26666666666667
2024-02-14 11:00:00,19.4,56.198093,995.5563,0.0,0.0,7.289445,302.90524,78.7,112.9,1089.0,17.9,20.7,169.0,177.5744,11,14,2,2,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,-0.0131416289226917,178.57143,199.69643,181.81845,3.41478527194921,86.13333333333333
2024-02-14 12:00:00,20.9,50.03677,994.906,0.0,0.0,9.085988,303.6901,69.2,99.2,910.0,11.1,20.3,187.0,176.97023,12,14,2,2,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.0055833676426644,177.5744,200.26666,180.2668633333333,3.0809513024694573,83.23333333333333
2024-02-14 13:00:00,21.75,46.708767,993.80914,0.0,0.0,9.885262,303.11136,59.8,86.4,759.0,6.8,19.3,192.0,176.45833,13,14,2,2,0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.0034023483451247,176.97023,200.8583,178.90476,2.521468834382415,78.5
2024-02-14 14:00:00,22.15,45.12688,992.9659,0.0,0.0,9.885262,303.11136,54.0,78.2,685.0,7.3,18.3,186.0,175.9018,14,14,2,2,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,-0.0028925767405864,176.45833,201.40414,177.73759833333335,1.823903289020186,72.13333333333334
2024-02-14 15:00:00,22.25,43.811035,992.29205,0.0,0.0,10.1887,302.00534,50.3,72.9,719.0,15.3,17.2,164.0,175.31845,15,14,2,2,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,-0.0031538889009155,175.9018,201.90836,176.7991066666667,1.1734670937648015,65.96666666666667
2024-02-14 16:00:00,21.75,48.457676,992.0543,0.0,0.0,8.707237,299.74478,48.1,69.8,830.0,28.0,16.1,130.0,174.74405,16,14,2,2,0,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-0.0033163388142509,175.31845,202.35834,176.16120999999998,1.051264006994574,60.01666666666666
2024-02-14 17:00:00,19.25,62.653744,991.74176,0.0,0.0,6.6087217,299.35767,54.7,78.7,1093.0,46.4,12.9,96.0,174.16667,17,14,2,2,0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.003276323554291,174.74405,202.72498,175.593255,1.0555971395719126,56.01666666666667
2024-02-14 18:00:00,16.7,62.909504,991.6163,0.0,0.0,8.825508,258.23172,66.8,96.2,1328.0,54.9,13.2,77.0,173.95238,18,14,2,2,0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,-0.003304146647388,174.16667,201.60834,175.09028,0.9848790907124172,55.616666666666674
2024-02-14 19:00:00,15.35,64.7558,992.081,0.0,0.0,8.669949,274.76355,74.0,106.6,1649.0,66.5,13.6,50.0,173.54167,19,14,2,2,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,-0.0012303731115504,173.95238,200.44583,174.60416999999998,0.889803197748032,57.98333333333333
2024-02-14 20:00:00,13.4,70.53066,992.2958,0.0,0.0,11.384199,288.43503,75.0,107.8,1861.0,74.2,13.7,29.0,172.83333,20,14,2,2,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.002361048330523,173.54167,199.43155,174.09275833333334,0.8765304313595732,61.48333333333333
2024-02-14 21:00:00,13.05,65.58185,992.5562,0.0,0.0,10.853866,275.7105,75.0,108.0,1869.0,74.8,13.5,20.0,171.75893,21,14,2,2,0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,-0.0040816707548297,172.83333,198.44048,173.499505,1.0652948425824875,65.60000000000001
2024-02-14 22:00:00,11.95,66.25071,992.65094,0.0,0.0,9.746631,265.76367,76.6,110.1,1770.0,71.5,13.2,18.0,170.44942,22,14,2,2,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,-0.0062163932028392,171.75893,197.3393,172.78373333333332,1.439056446811479,70.35000000000001
2024-02-14 23:00:00,10.3,72.64271,992.7916,0.0,0.0,10.464797,310.81497,77.1,110.8,1656.0,66.4,12.5,17.0,169.05655,23,14,2,2,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,-0.0076241155191106,170.44942,196.1756,171.93204666666668,1.896395422518703,74.08333333333333
2024-02-15 00:00:00,9.6,75.339325,992.727,0.0,0.0,10.948973,332.5925,74.7,107.6,1548.0,59.4,11.4,18.0,167.6369,0,15,2,3,0,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.0081717492396426,169.05655,194.97025,170.87946666666667,2.267181870285254,75.4
2024-02-15 01:00:00,10.5,68.27721,992.71265,0.0,0.0,8.435069,309.8055,71.0,102.2,1426.0,50.7,10.0,20.0,166.25595,1,15,2,3,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.0083974854332774,167.6369,193.71132,169.66518,2.495724155054746,74.89999999999999
2024-02-15 02:00:00,9.65,71.26892,992.34204,0.0,0.0,8.654986,286.92758,67.8,97.6,1327.0,42.6,8.9,23.0,164.95833,2,15,2,3,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.008237744301061,166.25595,192.38095,168.35268,2.5661067900857293,73.69999999999999
2024-02-15 03:00:00,8.1,78.30486,991.9054,0.0,0.0,10.239453,280.1246,65.4,94.5,1248.0,34.9,8.2,25.0,163.79463,3,15,2,3,0,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,-0.007804953278066,164.95833,190.96132,167.02529666666666,2.5110205872893774,72.1
2024-02-15 04:00:00,8.05,77.751526,991.90063,0.0,0.0,9.0,286.26028,63.6,91.5,1191.0,28.0,7.7,27.0,162.77382,4,15,2,3,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.007054508429219,163.79463,189.4524,165.74603000000002,2.3688569381718123,69.93333333333334
2024-02-15 05:00:00,8.05,76.67029,991.90063,0.0,0.0,7.8954163,294.22772,72.4,104.3,1337.0,31.7,8.5,30.0,161.8869,5,15,2,3,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,-0.0062322552190963,162.77382,187.85416,164.55108833333335,2.1644141994409782,69.14999999999999
2024-02-15 06:00:00,7.6,84.18219,992.73444,0.0,0.0,10.1887,302.00534,69.8,100.8,1431.0,34.8,9.2,25.0,161.31845,6,15,2,3,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.0054487874371451,161.8869,186.27975,163.49801333333335,1.881348418127803,68.33333333333333
2024-02-15 07:00:00,8.35,78.89124,992.9998,0.0,0.0,7.729527,297.75842,71.9,103.6,1558.0,38.9,10.3,19.0,160.81845,7,15,2,3,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.00351140187925,161.31845,184.63095,162.59176333333332,1.57120781419651,68.48333333333333
2024-02-15 08:00:00,10.4,73.92852,993.9697,0.0,0.0,4.896529,252.89719,75.9,109.4,1631.0,40.6,11.1,27.0,160.33333,8,15,2,3,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,-0.0030994592931273,160.81845,182.90477,161.82093,1.2867205713462802,69.83333333333334
2024-02-15 09:00:00,13.7,70.112144,994.85565,0.0,0.0,3.5455887,246.0375,77.8,112.0,1620.0,38.4,11.4,59.0,159.8482,9,15,2,3,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,-0.0030165691177494,160.33333,180.9494,161.16319166666665,1.0657112944613567,71.89999999999999
2024-02-15 10:00:00,16.75,61.458706,995.32367,0.0,0.0,3.7585104,253.30067,76.4,109.9,1555.0,33.8,11.4,105.0,159.56549,10,15,2,3,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.0030257587099476,159.8482,178.57143,160.62847000000002,0.8856259073028292,74.03333333333333
2024-02-15 11:00:00,19.15,53.744198,995.6321,0.0,0.0,5.3999996,270.0,72.6,104.8,1443.0,28.5,11.8,144.0,159.34525,11,15,2,3,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,-0.0017686153632873,159.56549,177.5744,160.20486166666666,0.7626283002241255,74.06666666666666
2024-02-15 12:00:00,20.95,47.43685,995.30035,0.0,0.0,6.924738,278.97253,66.8,96.4,1237.0,20.6,12.8,172.0,159.1637,12,15,2,3,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.0013802482366176,159.34525,176.97023,159.84573666666668,0.6289870694639266,73.56666666666666
2024-02-15 13:00:00,22.2,42.63242,994.53015,0.0,0.0,7.8625183,285.94547,59.6,86.1,984.0,11.9,14.1,194.0,159.09227,13,15,2,3,0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.0011393498620541,159.1637,176.45833,159.55804,0.4696910100547068,71.51666666666667
2024-02-15 14:00:00,22.85,39.75406,993.80554,0.0,0.0,7.754637,291.80148,52.2,75.2,835.0,10.1,15.1,199.0,159.0863,14,15,2,3,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,-0.0004487832056691,159.09227,175.9018,159.35020166666666,0.3050677404494466,67.56666666666666
2024-02-15 15:00:00,22.9,38.835724,993.2246,0.0,0.0,7.5685663,295.34613,46.8,67.5,829.0,19.6,15.1,178.0,159.03275,15,15,2,3,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,-3.752539092418014e-05,159.0863,175.31845,159.21429333333336,0.2036066804232338,62.400000000000006
2024-02-15 16:00:00,22.3,45.168488,992.9787,0.0,0.0,6.6185193,292.3802,44.5,64.3,926.0,35.9,14.8,140.0,158.92857,16,15,2,3,0,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-0.0003366097309064,159.03275,174.74405,159.10814000000002,0.1399756729089987,57.083333333333336
2024-02-15 17:00:00,19.45,67.16348,992.63654,0.0,0.0,7.754637,291.80148,71.2,102.2,1219.0,53.4,18.1,135.0,158.82143,17,15,2,3,0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.0006550851535242,158.92857,174.16667,159.02083666666667,0.1250729266988499,56.85
2024-02-15 18:00:00,18.95,53.512005,992.5931,0.0,0.0,6.6087217,240.64233,82.9,119.2,1609.0,69.6,19.6,106.0,159.3125,18,15,2,3,0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,-0.0006741392894847,158.82143,173.95238,159.04563666666667,0.1668433474640531,59.53333333333334
2024-02-15 19:00:00,18.7,52.73063,993.0585,0.0,0.0,6.489992,236.3099,94.1,135.5,2148.0,91.7,21.6,66.0,159.79167,19,15,2,3,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.0030919628987119,159.3125,173.54167,159.16220333333334,0.3498707912829952,65.28333333333333
2024-02-15 20:00:00,17.55,55.16738,993.34766,0.0,0.0,4.8433046,221.98714,104.1,149.9,2562.0,106.6,23.1,35.0,160.38988,20,15,2,3,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.0030077361784081,159.79167,172.83333,159.37946666666667,0.6050217184142608,73.93333333333334
2024-02-15 21:00:00,16.6,56.24871,993.6537,0.0,0.0,6.9899354,191.88864,110.8,159.3,2747.0,107.5,23.8,22.0,161.25595,21,15,2,3,0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.0037436867801877,160.38988,171.75893,159.75,0.9388784740775517,84.6
2024-02-15 22:00:00,11.4,74.87085,993.5747,0.0,0.0,9.3669195,182.20255,115.0,165.8,2807.0,101.3,24.0,18.0,162.32143,22,15,2,3,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.0053997792504253,161.25595,170.44942,160.31547666666663,1.2981822508541263,96.35
2024-02-15 23:00:00,13.4,63.444504,993.8545,0.0,0.0,5.4833565,203.19862,117.1,168.6,2775.0,95.3,23.5,15.0,163.46428,23,15,2,3,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.0066073836898802,162.32143,169.05655,161.089285,1.5821818322543617,104.0
2024-02-16 00:00:00,10.05,78.0624,993.6449,0.0,0.0,6.12,360.0,114.3,165.3,2634.0,93.0,22.1,12.0,164.65477,0,16,2,4,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0070406595702946,163.46428,167.6369,161.97966333333332,1.860944579602566,109.23333333333332
2024-02-16 01:00:00,11.4,71.35788,993.76953,0.0,0.0,7.8954163,335.77228,108.7,157.4,2402.0,91.0,20.0,10.0,165.83333,1,16,2,4,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.0072828750548514,164.65477,166.25595,162.9866066666667,2.0637536836337427,111.66666666666669
2024-02-16 02:00:00,9.45,77.96979,993.39453,0.0,0.0,9.686609,318.01288,101.3,147.1,2168.0,86.5,17.8,10.0,166.95535,2,16,2,4,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.0071577636555706,165.83333,164.95833,164.08085166666666,2.150306856144378,111.2
