datetime,temperature_2m,relative_humidity_2m,surface_pressure,precipitation,cloud_cover,wind_speed_10m,wind_direction_10m,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi
2024-01-01 00:00:00,6.15,98.969955,992.6946,0.0,100.0,3.4152596,161.56496,260.8,375.3,4925.0,154.8,51.5,11.0,272.10837
2024-01-01 01:00:00,6.05,98.28713,992.5879,0.0,100.0,2.2768397,161.56496,260.8,375.3,4687.0,147.0,41.1,6.0,272.72916
2024-01-01 02:00:00,6.35,98.97162,992.61633,0.0,100.0,2.1897945,260.53775,239.3,344.6,4326.0,132.2,32.1,8.0,273.39163
2024-01-01 03:00:00,6.15,99.6556,992.6946,0.0,100.0,3.096837,305.53775,208.6,299.0,3733.0,103.5,26.4,24.0,273.42917
2024-01-01 04:00:00,6.55,97.282684,992.538,0.0,100.0,3.096837,305.53775,196.0,281.3,3016.0,67.8,22.2,48.0,273.07916
2024-01-01 05:00:00,6.3,98.290535,992.3196,0.0,100.0,2.8116899,320.1945,155.1,222.6,2139.0,36.5,16.1,54.0,273.30832
2024-01-01 06:00:00,6.95,98.63741,992.9653,0.0,100.0,3.6179552,354.2895,151.8,218.4,2102.0,36.4,18.6,59.0,272.05
2024-01-01 07:00:00,7.2,97.63095,993.47577,0.0,100.0,3.219938,26.564985,153.7,220.7,2053.0,36.3,22.0,66.0,270.925
2024-01-01 08:00:00,7.9,98.64765,994.2234,0.0,100.0,2.8116899,39.805527,156.0,224.4,2024.0,36.0,23.9,77.0,269.9167
2024-01-01 09:00:00,9.2,97.99814,994.7347,0.0,100.0,2.8116899,50.194473,159.3,228.6,2040.0,35.8,22.9,92.0,268.94583
2024-01-01 10:00:00,9.9,98.668816,995.1894,0.0,100.0,3.0547013,44.999897,163.4,234.2,2076.0,35.4,20.4,112.0,268.1917
2024-01-01 11:00:00,10.7,98.02153,994.77637,0.0,100.0,2.8116899,39.805527,165.8,238.0,2091.0,33.6,18.9,139.0,267.39587
2024-01-01 12:00:00,12.45,87.317764,993.96295,0.0,100.0,1.609969,333.43503,163.9,235.2,2041.0,27.2,19.6,187.0,266.71667
2024-01-01 13:00:00,13.25,84.25728,993.0614,0.0,100.0,3.396233,302.00534,157.9,226.8,1970.0,19.5,21.2,242.0,266.11667
2024-01-01 14:00:00,14.05,81.05816,992.3542,0.0,100.0,5.315336,298.30066,159.3,228.6,1967.0,18.4,22.5,270.0,265.65417
2024-01-01 15:00:00,14.45,79.777824,991.8056,0.0,45.0,5.95906,295.01685,157.9,226.8,2044.0,28.6,22.6,249.0,265.84998
2024-01-01 16:00:00,14.2,80.80945,991.4909,0.0,0.0,5.1544156,282.09473,157.4,225.8,2189.0,45.5,22.3,201.0,266.43335
2024-01-01 17:00:00,12.45,87.609344,991.2355,0.0,1.0,5.506941,258.6901,152.7,219.8,2266.0,64.1,24.6,140.0,267.09164
2024-01-01 18:00:00,10.9,85.71189,992.36,0.0,1.0,4.896529,252.89719,179.3,258.0,2810.0,84.5,29.1,107.0,266.97498
2024-01-01 19:00:00,10.45,87.425224,992.9027,0.0,1.0,3.9763298,264.80566,202.6,290.6,3567.0,112.7,35.4,61.0,266.70416
2024-01-01 20:00:00,10.05,88.883446,993.0606,0.0,1.0,3.9763298,264.80566,223.1,320.4,4179.0,134.5,40.6,26.0,266.31665
2024-01-01 21:00:00,9.65,90.37255,993.02374,0.0,0.0,4.6938257,237.52882,238.0,341.8,4526.0,144.7,44.4,11.0,265.91248
2024-01-01 22:00:00,8.95,92.817924,993.05585,0.0,0.0,5.0911684,224.9999,249.6,358.6,4728.0,148.6,47.2,6.0,265.50833
2024-01-01 23:00:00,7.65,95.983444,992.54443,0.0,4.0,5.1165614,219.28938,254.3,365.1,4787.0,147.7,47.1,4.0,265.12085
2024-01-02 00:00:00,6.15,99.31226,992.2078,0.0,34.0,5.692099,214.69522,253.3,363.2,4678.0,142.5,42.4,2.0,264.775
2024-01-02 01:00:00,5.4,99.65353,991.74695,0.0,100.0,6.3690495,227.29063,248.7,357.6,4425.0,132.6,34.7,3.0,264.46246
2024-01-02 02:00:00,5.0,99.30589,991.6115,0.0,100.0,4.1046314,254.74483,234.2,336.2,4102.0,118.4,27.6,8.0,263.95837
2024-01-02 03:00:00,5.15,100.0,991.4311,0.0,100.0,5.937272,284.03625,218.9,314.8,3651.0,95.8,21.8,19.0,263.74588
2024-01-02 04:00:00,5.2,99.652985,991.1438,0.0,100.0,3.319036,310.60123,198.4,285.9,3129.0,68.8,16.6,34.0,264.17505
2024-01-02 05:00:00,5.7,98.966255,991.1915,0.0,100.0,2.5959969,326.3099,188.1,270.1,2660.0,42.5,16.7,34.0,264.27502
2024-01-02 06:00:00,6.05,97.609276,991.9065,0.0,100.0,1.1384199,251.56496,181.1,260.8,2619.0,43.9,16.5,32.0,265.65
2024-01-02 07:00:00,5.8,96.59351,992.5638,0.0,100.0,1.5273507,224.9999,177.0,254.3,2558.0,45.7,16.1,30.0,266.87082
2024-01-02 08:00:00,6.3,92.66989,993.3905,0.0,100.0,2.5959969,213.6901,172.8,247.7,2481.0,45.5,15.1,38.0,267.84167
2024-01-02 09:00:00,7.45,90.21081,994.37555,0.0,100.0,2.9024127,209.7448,164.4,237.0,2385.0,42.1,12.6,62.0,268.54166
2024-01-02 10:00:00,8.25,96.98823,994.8406,0.0,100.0,4.072935,224.9999,162.1,233.8,2273.0,36.7,9.5,96.0,268.75415
2024-01-02 11:00:00,9.4,97.67162,994.36365,0.0,100.0,4.8965297,233.97253,164.4,236.6,2159.0,31.2,8.1,133.0,268.69998
2024-01-02 12:00:00,10.75,89.84501,993.4176,0.0,100.0,5.495161,238.39255,157.9,227.7,2008.0,22.8,9.7,179.0,268.64166
2024-01-02 13:00:00,11.5,87.81675,992.5123,0.0,100.0,4.802999,257.00537,148.5,214.7,1855.0,14.3,13.1,228.0,268.39166
2024-01-02 14:00:00,12.4,83.31847,991.7179,0.0,100.0,4.1046314,285.25516,139.7,202.1,1824.0,15.5,16.4,251.0,267.99997
2024-01-02 15:00:00,13.1,78.78893,991.2945,0.0,41.0,3.096837,324.46225,132.7,192.3,1943.0,32.9,18.8,231.0,267.18335
2024-01-02 16:00:00,13.0,78.509796,990.79834,0.0,0.0,2.2768397,18.435053,130.9,189.1,2184.0,60.0,21.2,185.0,266.13336
2024-01-02 17:00:00,12.4,81.108955,990.6464,0.0,0.0,3.563818,44.999897,142.0,204.9,2335.0,82.2,21.7,121.0,265.0292
2024-01-02 18:00:00,10.35,85.36368,991.72504,0.0,0.0,2.52,270.0,169.5,244.9,2930.0,100.1,27.1,91.0,264.5833
2024-01-02 19:00:00,9.55,88.84181,991.9431,0.0,0.0,2.52,270.0,196.0,282.2,3760.0,124.9,34.7,50.0,264.175
2024-01-02 20:00:00,8.95,91.87473,991.9847,0.0,0.0,2.9024127,262.8751,217.5,312.9,4443.0,144.5,40.6,18.0,263.9
2024-01-02 21:00:00,6.45,97.28053,991.84686,0.0,0.0,5.154415,245.22488,230.0,331.6,4858.0,155.0,43.7,5.0,263.6667
2024-01-02 22:00:00,5.45,98.96418,991.84924,0.0,0.0,7.9036193,239.9315,239.3,344.6,5127.0,160.3,45.2,1.0,263.3333
2024-01-02 23:00:00,6.25,98.6298,991.7308,0.0,9.0,6.638072,257.4712,247.7,356.7,5237.0,160.3,45.3,0.0,262.9041
2024-01-03 00:00:00,6.9,98.298676,991.4029,0.0,68.0,6.0347,287.3541,244.9,353.0,5171.0,154.1,43.9,2.0,262.62912
2024-01-03 01:00:00,6.05,100.0,991.41974,0.0,100.0,5.991594,302.7352,240.3,345.5,4945.0,142.6,41.0,7.0,262.27917
2024-01-03 02:00:00,4.6,99.6513,991.3784,0.0,100.0,4.8965297,323.97253,225.4,325.0,4595.0,128.0,37.1,13.0,261.92914
2024-01-03 03:00:00,4.25,97.57476,991.05273,0.0,100.0,3.2599385,6.3401003,194.2,280.3,4019.0,107.9,31.2,20.0,261.5625
2024-01-03 04:00:00,4.25,97.23257,990.9553,0.0,100.0,3.0547013,44.999897,185.3,267.3,3318.0,84.7,24.2,28.0,260.53333
2024-01-03 05:00:00,3.85,99.29942,991.014,0.0,100.0,2.968636,75.96373,182.1,261.7,2568.0,43.5,16.1,38.0,259.9875
2024-01-03 06:00:00,4.7,98.95794,991.8744,0.0,100.0,2.52,90.0,176.5,253.3,2550.0,44.5,17.2,34.0,259.7375
2024-01-03 07:00:00,5.0,98.27273,992.48755,0.0,100.0,0.35999998,270.0,173.2,248.7,2524.0,45.9,18.6,29.0,259.5458
2024-01-03 08:00:00,4.95,97.92963,993.2612,0.0,100.0,2.3051248,321.34018,169.0,243.1,2490.0,46.0,19.2,36.0,259.38748
2024-01-03 09:00:00,6.45,96.2777,994.4754,0.0,100.0,3.5455887,336.0375,167.2,240.3,2452.0,44.5,18.0,61.0,259.2292
2024-01-03 10:00:00,7.65,97.306175,994.8812,0.0,100.0,4.2136917,340.0168,170.9,245.9,2408.0,41.8,16.0,99.0,259.34583
2024-01-03 11:00:00,8.8,94.723915,994.59985,0.0,100.0,4.198285,329.03632,174.6,251.5,2349.0,37.7,15.1,141.0,259.7125
2024-01-03 12:00:00,10.85,85.9971,994.10834,0.0,100.0,4.6102495,321.34018,168.6,243.1,2236.0,28.6,16.2,197.0,260.1375
2024-01-03 13:00:00,12.15,79.71881,993.1562,0.0,97.0,5.00128,329.74365,162.5,234.7,2108.0,18.1,18.4,258.0,260.5833
2024-01-03 14:00:00,13.1,73.15403,992.36615,0.0,46.0,5.506941,348.6901,159.3,230.5,2083.0,16.6,20.6,289.0,261.16666
2024-01-03 15:00:00,13.3,72.45071,991.7997,0.0,22.0,5.771239,3.5762644,152.7,221.2,2185.0,30.1,21.9,270.0,261.9833
2024-01-03 16:00:00,13.0,73.13601,991.3829,0.0,3.0,4.6938252,4.398633,153.2,221.7,2388.0,52.7,23.1,222.0,262.81668
2024-01-03 17:00:00,10.1,87.6898,990.9228,0.0,0.0,6.6087217,330.64233,138.3,199.3,2266.0,59.8,19.5,159.0,263.74582
2024-01-03 18:00:00,8.25,88.42772,992.1142,0.0,0.0,5.1165614,50.710617,166.2,239.3,2790.0,80.2,24.6,126.0,263.59167
2024-01-03 19:00:00,8.3,88.73669,992.02136,0.0,1.0,4.379589,80.53775,188.6,271.0,3518.0,108.2,31.5,79.0,263.45416
2024-01-03 20:00:00,7.6,92.424576,992.15027,0.0,0.0,0.5091169,224.9999,206.8,298.0,4092.0,128.2,36.8,44.0,263.14587
2024-01-03 21:00:00,5.6,97.262146,992.35004,0.0,0.0,4.0249224,259.69522,218.9,314.8,4430.0,135.2,39.5,29.0,262.69998
2024-01-03 22:00:00,4.3,99.650444,992.22534,0.0,0.0,7.42159,284.03625,227.2,326.9,4615.0,134.1,40.4,24.0,262.2375
2024-01-03 23:00:00,4.05,100.0,991.90924,0.0,99.0,7.9036193,300.06848,233.8,336.2,4540.0,125.0,38.5,27.0,261.73334
2024-01-04 00:00:00,3.9,99.64931,991.7003,0.0,98.0,7.9932966,305.83774,227.7,327.8,4022.0,103.0,31.7,40.0,261.15417
2024-01-04 01:00:00,3.7,99.648735,991.29156,0.0,100.0,8.161764,311.42358,185.8,267.3,3244.0,72.9,21.9,60.0,260.4375
2024-01-04 02:00:00,4.05,99.64974,991.42255,0.0,100.0,4.3498964,294.44394,171.8,247.7,2648.0,48.5,14.2,73.0,258.1667
2024-01-04 03:00:00,4.35,98.955,991.3544,0.0,100.0,7.0911775,293.9625,164.8,237.5,2421.0,34.5,10.5,73.0,255.93329
2024-01-04 04:00:00,4.4,99.65073,991.0671,0.0,100.0,6.1305785,310.2363,156.5,225.4,2377.0,26.1,8.9,67.0,254.70834
2024-01-04 05:00:00,4.05,99.64974,991.22797,0.0,100.0,4.510787,331.38962,150.9,216.5,2429.0,23.4,10.8,71.0,253.50833
2024-01-04 06:00:00,4.65,99.65142,992.8432,0.0,100.0,4.6938257,302.47116,138.8,199.3,2393.0,26.3,10.8,69.0,252.20831
2024-01-04 07:00:00,4.9,98.95961,993.5485,0.0,100.0,3.396233,327.99466,134.1,193.2,2340.0,30.2,10.9,67.0,250.63748
2024-01-04 08:00:00,5.4,96.91972,993.98584,0.0,100.0,3.319036,12.528798,135.0,195.1,2285.0,32.3,11.2,73.0,249.00833
2024-01-04 09:00:00,6.35,95.28034,994.5634,0.0,100.0,3.0758414,69.44387,131.8,190.5,2232.0,31.3,11.6,90.0,247.59167
2024-01-04 10:00:00,7.8,96.64677,994.8955,0.0,100.0,4.0249224,79.69521,134.6,194.2,2175.0,28.5,12.3,116.0,246.11664
2024-01-04 11:00:00,10.0,89.787735,994.322,0.0,68.0,2.7416782,113.19862,133.6,192.8,2113.0,25.5,13.6,147.0,244.60422
2024-01-04 12:00:00,12.15,83.288506,993.351,0.0,19.0,1.8,180.0,131.3,189.1,2012.0,20.1,16.1,195.0,242.89584
2024-01-04 13:00:00,13.55,76.769,992.4067,0.0,0.0,2.4149535,206.56499,129.0,186.3,1905.0,14.4,19.3,249.0,241.34167
2024-01-04 14:00:00,14.4,72.896255,991.6064,0.0,0.0,2.4149535,243.43501,126.7,182.5,1889.0,16.2,22.1,276.0,239.94583
2024-01-04 15:00:00,14.75,71.02912,991.24786,0.0,0.0,3.2399998,270.0,122.9,177.0,1991.0,30.6,23.8,257.0,238.58752
2024-01-04 16:00:00,14.4,73.88051,990.82697,0.0,0.0,2.2768397,288.43503,122.9,177.0,2183.0,52.6,25.1,211.0,237.34583
2024-01-04 17:00:00,13.8,74.02372,990.773,0.0,0.0,3.96,270.0,145.8,209.5,2399.0,72.5,26.4,152.0,236.08337
2024-01-04 18:00:00,9.8,87.06757,992.1611,0.0,0.0,5.3999996,216.86998,171.8,246.8,2881.0,90.0,30.1,120.0,236.39584
2024-01-04 19:00:00,10.3,85.940475,992.40204,0.0,0.0,3.7064266,209.0545,190.9,274.7,3544.0,113.8,35.3,76.0,236.62921
2024-01-04 20:00:00,9.85,88.265076,992.2631,0.0,15.0,0.8049845,63.435013,204.4,294.3,4025.0,129.5,38.9,42.0,236.72504
2024-01-04 21:00:00,9.1,91.57184,992.19354,0.0,9.0,1.609969,63.435013,210.0,301.7,4165.0,129.9,40.1,30.0,236.625
2024-01-04 22:00:00,8.0,97.64587,992.18805,0.0,2.0,0.8049845,63.435013,212.3,305.5,4123.0,122.2,39.9,28.0,236.25418
2024-01-04 23:00:00,6.8,100.0,991.49084,0.0,99.0,2.1897945,279.46225,210.9,302.7,4011.0,113.4,37.7,28.0,235.63333
2024-01-05 00:00:00,4.35,100.0,990.965,0.0,100.0,3.96,270.0,203.0,292.4,3846.0,106.6,32.7,25.0,234.67917
2024-01-05 01:00:00,4.55,97.92299,990.88666,0.0,100.0,4.68,270.0,197.4,284.1,3611.0,98.7,25.7,22.0,233.65002
2024-01-05 02:00:00,4.8,100.0,991.008,0.0,100.0,5.0142193,291.03757,192.8,277.5,3370.0,87.0,19.6,25.0,234.13333
2024-01-05 03:00:00,4.35,99.302246,990.67303,0.0,100.0,4.39436,325.0079,184.4,265.4,3099.0,66.4,14.9,38.0,235.00833
2024-01-05 04:00:00,4.4,98.95541,990.2884,0.0,100.0,3.319036,12.528798,171.4,246.8,2822.0,42.0,11.0,56.0,235.82501
2024-01-05 05:00:00,4.5,97.23807,990.4927,0.0,100.0,2.3051248,51.34017,160.7,231.0,2610.0,33.7,10.0,51.0,236.4458
2024-01-05 06:00:00,4.0,98.95204,991.71,0.0,100.0,2.9024127,97.12492,153.2,219.3,2631.0,36.7,11.4,46.0,236.85419
2024-01-05 07:00:00,3.8,94.51369,992.37195,0.0,100.0,2.9024127,150.2552,151.8,218.4,2656.0,40.8,13.2,41.0,237.45416
2024-01-05 08:00:00,4.45,95.20925,993.0184,0.0,100.0,2.9024127,209.7448,154.1,221.2,2655.0,42.8,14.3,46.0,238.19165
2024-01-05 09:00:00,5.4,92.61858,994.27795,0.0,100.0,2.9024127,240.2552,155.5,223.5,2613.0,41.5,13.6,66.0,238.98749
2024-01-05 10:00:00,7.3,93.36764,995.043,0.0,100.0,1.0182338,135.0001,155.5,224.0,2545.0,38.2,12.2,96.0,239.97498
2024-01-05 11:00:00,8.15,96.32704,994.34424,0.0,100.0,3.8773184,68.19853,156.9,225.8,2458.0,34.0,12.1,130.0,240.84583
2024-01-05 12:00:00,10.25,88.29997,993.56604,0.0,99.0,4.198285,59.03632,153.2,220.7,2318.0,26.2,14.5,175.0,241.81665
2024-01-05 13:00:00,12.05,81.33598,992.7575,0.0,76.0,3.8773184,21.801476,147.6,212.8,2160.0,17.6,18.2,224.0,242.72913
2024-01-05 14:00:00,13.0,77.19969,992.0648,0.0,70.0,4.68,360.0,139.2,201.6,2097.0,17.2,21.5,247.0,243.50415
2024-01-05 15:00:00,13.25,76.72109,992.0873,0.0,28.0,5.692099,325.30478,133.6,193.7,2152.0,30.9,23.5,227.0,244.025
2024-01-05 16:00:00,13.0,77.19969,992.1622,0.0,12.0,3.6,323.13,132.7,191.9,2303.0,52.9,25.1,182.0,244.47083
2024-01-05 17:00:00,12.3,80.00965,992.09845,0.0,87.0,3.319036,319.39877,150.9,217.9,2491.0,67.8,32.4,161.0,244.87915
2024-01-05 18:00:00,8.25,90.89169,992.69836,0.0,91.0,5.815978,201.80147,178.8,258.0,3019.0,88.7,36.5,125.0,245.09167
2024-01-05 19:00:00,7.45,93.37533,992.81775,0.0,3.0,6.9247384,207.89717,200.7,289.6,3746.0,117.3,42.2,75.0,245.38336
2024-01-05 20:00:00,9.65,87.0532,993.1211,0.0,12.0,4.1046314,232.12495,218.4,313.9,4294.0,136.7,46.1,37.0,245.79169
2024-01-05 21:00:00,9.55,87.0436,993.20917,0.0,0.0,1.1384199,341.56494,229.1,329.7,4532.0,139.2,47.5,23.0,246.375
2024-01-05 22:00:00,9.0,89.09978,993.15784,0.0,0.0,3.7585104,16.699326,234.2,337.1,4590.0,132.5,47.1,21.0,247.17084
2024-01-05 23:00:00,8.0,93.72387,992.967,0.0,0.0,2.4149535,26.564985,227.7,327.8,4474.0,122.4,44.2,22.0,248.08331
2024-01-06 00:00:00,7.1,98.97774,992.6872,0.0,4.0,1.1384199,198.43504,211.4,303.6,4097.0,109.9,37.1,24.0,248.7833
2024-01-06 01:00:00,5.05,100.0,992.6868,0.0,95.0,5.4833565,246.80138,197.0,284.1,3546.0,94.0,27.4,30.0,249.1333
2024-01-06 02:00:00,4.1,99.64988,992.59564,0.0,100.0,7.2359104,275.7105,182.1,262.6,3083.0,77.4,19.3,37.0,249.11667
2024-01-06 03:00:00,4.85,98.95919,992.47314,0.0,100.0,3.219938,296.56497,172.3,247.7,2794.0,58.3,14.3,46.0,248.6708
2024-01-06 04:00:00,4.45,98.95583,992.4343,0.0,100.0,3.096837,305.53775,168.6,242.1,2592.0,38.4,10.9,55.0,248.16666
2024-01-06 05:00:00,4.55,98.95668,992.5414,0.0,100.0,1.8,306.86996,176.0,252.4,2623.0,29.4,14.6,48.0,248.04999
2024-01-06 06:00:00,4.25,99.65031,993.9727,0.0,100.0,2.52,180.0,170.4,244.0,2731.0,34.8,14.3,40.0,248.6875
2024-01-06 07:00:00,4.25,98.60769,994.362,0.0,100.0,2.16,180.0,170.9,244.9,2873.0,42.1,13.9,30.0,249.4042
2024-01-06 08:00:00,4.6,99.30366,994.9799,0.0,100.0,0.8049845,153.43501,174.6,250.5,2929.0,45.8,13.1,35.0,250.19998
2024-01-06 09:00:00,5.3,96.58001,996.0206,0.0,100.0,2.6208394,74.054535,172.3,247.7,2832.0,43.0,11.1,64.0,251.05414
2024-01-06 10:00:00,7.45,96.96922,996.4202,0.0,100.0,4.072935,44.999897,163.4,235.6,2648.0,36.7,8.7,107.0,251.75418
2024-01-06 11:00:00,8.75,97.659706,996.0557,0.0,100.0,5.315336,28.30066,163.9,235.6,2456.0,30.3,8.3,149.0,252.08331
2024-01-06 12:00:00,11.1,87.1912,995.2029,0.0,98.0,6.28713,13.240531,156.5,225.8,2234.0,21.4,11.3,192.0,252.37497
2024-01-06 13:00:00,12.35,82.47751,994.44104,0.0,51.0,6.9899354,348.11136,146.7,211.9,2004.0,12.4,16.2,234.0,252.51251
2024-01-06 14:00:00,13.05,78.78155,993.82263,0.0,48.0,8.311245,342.34976,131.3,190.5,1910.0,13.6,20.7,250.0,252.47504
2024-01-06 15:00:00,13.35,77.51456,993.46014,0.0,2.0,7.072878,345.25638,120.6,175.1,2003.0,32.6,23.6,224.0,252.14581
2024-01-06 16:00:00,13.2,78.8037,993.25183,0.0,2.0,4.1046314,344.7448,117.8,171.4,2233.0,61.8,25.9,173.0,251.60419
2024-01-06 17:00:00,12.6,81.40868,993.1,0.0,0.0,1.609969,333.43503,126.7,183.5,2193.0,74.8,28.7,110.0,250.98334
2024-01-06 18:00:00,8.95,86.9858,994.3217,0.0,2.0,3.6,180.0,148.1,214.2,2612.0,84.8,30.9,87.0,249.975
2024-01-06 19:00:00,8.05,91.504105,994.43225,0.0,1.0,2.2768397,161.56496,164.4,237.5,3187.0,98.4,34.0,56.0,248.6958
2024-01-06 20:00:00,7.25,94.660034,994.55145,0.0,0.0,1.609969,153.43501,174.2,251.5,3596.0,107.1,36.1,33.0,247.18332
2024-01-06 21:00:00,6.6,97.956635,994.6846,0.0,7.0,0.71999997,180.0,177.4,256.1,3694.0,106.6,36.8,25.0,245.34167
2024-01-06 22:00:00,6.1,99.31198,994.6369,0.0,100.0,1.484318,194.03627,180.7,261.7,3626.0,101.2,36.6,25.0,243.18753
2024-01-06 23:00:00,5.6,98.96542,994.3943,0.0,95.0,3.563818,224.9999,182.5,264.5,3510.0,95.6,35.2,25.0,240.95831
2024-01-07 00:00:00,3.8,99.649025,994.1239,0.0,100.0,6.5693827,260.53775,178.8,258.0,3368.0,92.3,32.0,22.0,239.07498
2024-01-07 01:00:00,4.15,97.91633,993.57367,0.0,100.0,4.3349743,265.23645,171.8,248.7,3177.0,88.7,27.7,19.0,237.71667
2024-01-07 02:00:00,4.2,99.3014,993.67566,0.0,100.0,3.9763298,264.80566,164.8,239.3,2985.0,81.6,23.5,20.0,236.66669
2024-01-07 03:00:00,3.8,98.95035,993.4426,0.0,100.0,2.9024127,277.1249,161.6,234.2,2777.0,66.6,19.6,29.0,235.94583
2024-01-07 04:00:00,3.95,96.884,993.1649,0.0,100.0,2.8116899,309.8055,157.9,229.6,2567.0,48.0,15.9,41.0,235.5
2024-01-07 05:00:00,3.7,97.90879,992.94617,0.0,100.0,3.0547013,315.0001,145.8,210.0,2500.0,50.1,13.9,30.0,235.05417
2024-01-07 06:00:00,5.0,99.30589,994.04504,0.0,100.0,4.2136917,340.0168,137.8,198.4,2465.0,48.2,13.4,27.0,233.79584
2024-01-07 07:00:00,5.35,97.59594,995.14923,0.0,100.0,3.2599385,353.6599,132.7,190.9,2415.0,45.6,12.8,24.0,232.4375
2024-01-07 08:00:00,5.65,97.94114,995.9569,0.0,100.0,2.9024127,29.744795,130.4,188.1,2364.0,43.2,12.3,31.0,230.84583
2024-01-07 09:00:00,6.45,97.9542,996.9093,0.0,100.0,2.5959969,56.309914,128.5,185.8,2326.0,42.0,11.6,50.0,229.00415
2024-01-07 10:00:00,7.45,97.63563,997.39386,0.0,100.0,2.1897945,80.53775,131.8,190.9,2288.0,40.9,11.0,79.0,227.17914
2024-01-07 11:00:00,8.5,98.32007,997.0062,0.0,100.0,2.1897945,80.53775,137.8,199.8,2222.0,38.3,11.9,115.0,225.86249
2024-01-07 12:00:00,10.65,87.44381,996.23254,0.0,100.0,2.3051248,51.34017,142.5,206.8,2080.0,30.0,15.6,172.0,224.77502
2024-01-07 13:00:00,12.15,81.8992,995.2018,0.0,92.0,3.4152596,18.435053,136.9,199.3,1910.0,20.0,20.9,237.0,224.19165
2024-01-07 14:00:00,13.35,77.25463,994.72656,0.0,47.0,4.0249224,349.69522,129.0,189.1,1837.0,19.0,25.3,271.0,223.78336
2024-01-07 15:00:00,13.7,77.05076,994.07635,0.0,23.0,4.452954,345.9637,118.5,174.6,1893.0,33.9,27.8,248.0,223.6875
2024-01-07 16:00:00,13.4,78.30652,993.6596,0.0,6.0,3.9763298,354.80566,115.3,170.0,2044.0,57.7,29.4,193.0,223.6
2024-01-07 17:00:00,10.7,89.53901,993.12067,0.0,0.0,6.2145634,10.007925,124.3,181.6,2080.0,70.0,31.6,143.0,223.49582
2024-01-07 18:00:00,9.1,87.29865,994.0437,0.0,11.0,2.4149535,63.435013,145.8,211.9,2457.0,83.9,33.4,114.0,223.39581
2024-01-07 19:00:00,7.35,94.01523,994.17145,0.0,16.0,4.8965297,53.972538,159.7,231.9,2977.0,102.8,35.8,74.0,223.29999
2024-01-07 20:00:00,7.45,95.32076,994.2782,0.0,18.0,4.1046314,52.124958,169.5,245.9,3375.0,115.4,37.7,43.0,223.10419
2024-01-07 21:00:00,6.85,97.960686,994.41626,0.0,91.0,1.4399999,180.0,176.0,255.2,3548.0,116.1,39.1,31.0,222.90836
2024-01-07 22:00:00,4.7,100.0,994.30786,0.0,100.0,4.3349743,228.36655,182.1,264.5,3598.0,110.5,39.8,28.0,222.84998
2024-01-07 23:00:00,4.1,99.99999,994.153,0.0,100.0,5.8048253,240.2552,187.2,271.0,3566.0,103.6,38.5,28.0,222.90836
2024-01-08 00:00:00,3.9,100.0,993.84155,0.0,100.0,6.297428,239.03632,187.2,271.9,3443.0,97.8,33.6,27.0,223.10419
2024-01-08 01:00:00,4.4,97.23588,993.5978,0.0,100.0,3.4152596,251.56496,189.1,273.8,3238.0,90.7,26.6,29.0,223.4542
2024-01-08 02:00:00,4.7,98.61272,993.3345,0.0,100.0,2.6208394,285.94547,171.8,248.7,3014.0,80.1,20.6,33.0,224.17502
2024-01-08 03:00:00,3.85,98.95078,993.34985,0.0,100.0,2.0364676,44.999897,158.8,230.5,2744.0,61.3,16.7,44.0,224.46664
2024-01-08 04:00:00,4.0,99.300285,993.17,0.0,100.0,2.5959969,56.309914,150.9,218.9,2456.0,39.0,13.8,58.0,224.35004
2024-01-08 05:00:00,4.1,97.91549,993.0823,0.0,100.0,2.4149535,63.435013,137.8,199.3,2264.0,24.2,12.4,59.0,224.05835
2024-01-08 06:00:00,4.25,96.21239,993.9727,0.0,100.0,3.219938,63.435013,129.9,188.1,2300.0,27.4,12.3,50.0,223.72498
2024-01-08 07:00:00,3.95,95.8646,994.6249,0.0,100.0,5.4477882,97.59455,129.9,187.2,2353.0,31.8,12.1,39.0,223.39581
2024-01-08 08:00:00,4.25,95.53753,995.23804,0.0,100.0,7.729527,117.75845,131.3,189.1,2414.0,35.6,11.7,39.0,223.27914
2024-01-08 09:00:00,5.25,95.90695,996.113,0.0,100.0,6.1305785,130.23628,135.5,195.6,2518.0,39.2,10.0,57.0,223.31668
2024-01-08 10:00:00,6.35,96.942825,996.41315,0.0,100.0,3.396233,147.99466,142.0,204.9,2629.0,42.2,8.2,87.0,223.6083
2024-01-08 11:00:00,8.2,91.51385,996.0043,0.0,100.0,1.0182338,135.0001,148.5,214.7,2632.0,41.7,9.1,124.0,224.0333
2024-01-08 12:00:00,10.7,84.25029,995.26337,0.0,80.0,1.609969,26.564985,149.9,217.0,2408.0,32.7,15.5,182.0,224.47916
2024-01-08 13:00:00,12.0,81.055336,994.40906,0.0,18.0,2.0991426,30.963696,138.8,202.6,2076.0,20.2,24.6,247.0,224.78748
2024-01-08 14:00:00,12.9,77.96815,993.9065,0.0,13.0,2.0991426,30.963696,121.1,178.3,1873.0,16.9,31.7,280.0,224.86667
2024-01-08 15:00:00,13.25,76.46331,993.35364,0.0,9.0,2.9024127,7.12493,110.1,163.0,1888.0,30.5,34.3,255.0,224.53748
